,latitude,longitude,stars,is_open,categories,review_count,RestaurantsTableService,RestaurantsReservations,WheelchairAccessible,RestaurantsPriceRange2,HasTV,RestaurantsTakeOut,RestaurantsDelivery,GoodForKids,CoatCheck,romantic,intimate,classy,hipster,divey,touristy,trendy,upscale,casual,dj,background_music,no_music,jukebox,live,video,karaoke,WiFi_free,WiFi_no,WiFi_paid,Alcohol_full_bar,Alcohol_none,Alcohol_beer_and_wine,NoiseLevel_average,NoiseLevel_quiet,NoiseLevel_loud,NoiseLevel_very_loud,RestaurantsAttire_casual,RestaurantsAttire_dressy,RestaurantsAttire_formal,cluster1,cluster2
527,42.3699282229,-71.0194349291,3.5,1,"['Food', 'Restaurants', 'Desserts', 'Breakfast & Brunch', 'Pizza', 'American (New)', 'American (Traditional)', 'Seafood', 'Sandwiches']",63,1,0,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,4
528,42.273205,-71.068004,3.5,1,"['Nightlife', 'American (New)', 'American (Traditional)', 'Bars', 'Restaurants']",101,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,3
529,42.3605884,-71.0566478,2.5,0,"['Restaurants', 'Bars', 'Irish', 'Nightlife']",149,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
530,42.3483326,-71.082475,3.5,1,"['Imported Food', 'Food', 'Italian', 'Coffee & Tea', 'Specialty Food', 'Desserts', 'Pizza', 'Restaurants', 'Grocery']",980,1,0,1,2,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2
531,42.3542808949,-71.0586412469,3.5,1,"['Mediterranean', 'Middle Eastern', 'Restaurants', 'Food', 'Falafel']",75,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
532,42.362407512,-71.0569284365,3.0,0,"['Food', 'Food Trucks', 'Food Stands', 'Restaurants', 'Street Vendors']",47,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
533,42.3505860446,-71.0775084747,4.0,1,"['Mexican', 'Lounges', 'Nightlife', 'American (New)', 'Restaurants', 'Bars', 'Cocktail Bars']",2179,0,1,0,2,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2
534,42.2928306,-71.0400266,3.5,1,"['Caterers', 'Event Planning & Services', 'Food', 'Arts & Entertainment', 'Restaurants', 'Venues & Event Spaces', 'Italian', 'Wineries']",207,1,1,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,3
535,42.3340632,-71.0550232,1.5,1,"['Restaurants', 'Pizza', 'Sandwiches', 'Chicken Wings']",65,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
536,42.345402221,-71.0640801707,4.0,1,"['Restaurants', 'Korean', 'Sushi Bars']",34,1,1,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
537,42.3486282,-71.0952228,4.5,0,"['Nightlife', 'Seafood', 'Bars', 'Food', 'Restaurants']",2734,1,1,1,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,2
538,42.350752,-71.0613539815,3.5,1,"['Desserts', 'Asian Fusion', 'Restaurants', 'Cafes', 'Food', 'Hong Kong Style Cafe', 'Chinese']",503,1,1,1,2,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
539,42.327076,-71.066801,3.5,1,"['Restaurants', 'Breakfast & Brunch', 'Diners', 'American (Traditional)']",450,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,6,3
540,42.3512511,-71.061787,3.0,0,"['Seafood', 'Chinese', 'Restaurants']",175,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,1
541,42.3487252757,-71.0854765841,2.5,0,"['Event Planning & Services', 'Indian', 'Restaurants', 'Caterers']",182,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2
542,42.345077,-71.063505,4.5,1,"['Asian Fusion', 'Restaurants', 'Sushi Bars', 'Nightlife', 'Bars', 'Japanese', 'Cocktail Bars']",468,1,1,1,2,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
543,42.3415601,-71.0766349,3.0,1,"['Italian', 'Restaurants', 'Pizza']",188,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,4,2
544,42.3603276919,-71.1181014776,3.5,1,"['Event Planning & Services', 'Hotels', 'Restaurants', 'Hotels & Travel']",146,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
545,42.3338424,-71.1035115,3.0,1,"['Sushi Bars', 'Restaurants']",154,1,1,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,6,0
546,42.3527409,-71.1213431,2.0,0,"['Restaurants', 'Pizza']",15,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,4,0
547,42.3414717,-71.1542417,4.0,0,"['Specialty Food', 'Salad', 'Mediterranean', 'Health Markets', 'Restaurants', 'Vegetarian', 'Food', 'Sandwiches', 'Juice Bars & Smoothies', 'Caterers', 'Event Planning & Services']",182,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
548,42.2917149,-71.0467589,3.0,0,"['Restaurants', 'Burgers', 'Pizza', 'Sandwiches', 'Salad']",29,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,4
549,42.3532702,-71.0525559,3.0,0,"['Restaurants', 'Nightlife', 'Sports Bars', 'American (Traditional)', 'Bars']",5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
550,42.347288,-71.075599,3.0,1,"['Hot Dogs', 'Burgers', 'Local Flavor', 'Bars', 'Nightlife', 'Sandwiches', 'Restaurants']",208,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2
551,42.3425143,-71.0972567,3.0,0,"['Breakfast & Brunch', 'Sandwiches', 'Burgers', 'Restaurants', 'Pizza']",173,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,4,2
552,42.3664826864,-71.0103681027,1.5,1,"['Sandwiches', 'Restaurants', 'Breakfast & Brunch', 'Salad']",26,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,2
553,42.349521,-71.089166,4.0,1,"['Bars', 'Restaurants', 'American (New)', 'Nightlife', 'French']",546,1,1,1,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,2
554,42.3417501,-71.0557892,4.0,0,"['Diners', 'Restaurants']",312,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
555,42.348547,-71.0752095,4.0,0,"['Food', 'Restaurants', 'American (New)', 'Food Trucks']",32,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2
556,42.3513482,-71.0455556,4.0,1,"['Falafel', 'Restaurants', 'Vegan', 'Middle Eastern', 'Mediterranean', 'Halal', 'Lebanese', 'Vegetarian']",128,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
557,42.3498859,-71.0793566,3.5,0,"['Restaurants', 'Seafood', 'American (Traditional)', 'Steakhouses']",116,0,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2
558,42.351279,-71.065284,3.0,1,"['Restaurants', 'American (Traditional)']",651,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,5,2
559,42.3568378,-71.0518661,4.0,0,"['Bars', 'Restaurants', 'Pubs', 'Irish Pub', 'Nightlife']",32,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
560,42.3568718,-71.0599198,4.5,1,"['Delis', 'Sandwiches', 'Restaurants']",1023,0,0,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
561,42.3637742,-71.0616159,2.5,1,"['Bakeries', 'Restaurants', 'Cafes', 'Food']",16,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,4,3
562,42.3352353,-71.04552,4.0,1,"['Pizza', 'Restaurants', 'Sandwiches', 'Chicken Wings']",20,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
563,42.387241,-71.075014,5.0,1,"['Peruvian', 'Restaurants', 'Breakfast & Brunch', 'Desserts', 'Food']",5,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
564,42.342277,-71.067281,2.5,1,"['Pizza', 'Food', 'Chicken Wings', 'Desserts', 'Restaurants', 'Halal', 'Salad']",74,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2
565,42.3465674,-71.0990894,2.5,1,"['Italian', 'Restaurants']",11,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,3
566,42.3429377,-71.0570896,3.0,0,"['Restaurants', 'Comfort Food', 'American (Traditional)', 'Nightlife', 'Bars', 'American (New)', 'Seafood', 'Cocktail Bars']",199,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
567,42.3608419653,-71.0180135227,2.5,1,"['Farmers Market', 'Food', 'Restaurants', 'Cafes', 'Coffee & Tea', 'Specialty Food', 'Juice Bars & Smoothies']",116,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,4
568,42.3466991631,-71.0694792474,4.0,1,"['Restaurants', 'Bars', 'American (New)', 'Cocktail Bars', 'Nightlife', 'Tapas/Small Plates']",450,1,1,0,3,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2
569,42.338227,-71.0989705,4.0,1,"['American (New)', 'Food', 'Coffee & Tea', 'French', 'Nightlife', 'Restaurants', 'Bars']",100,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,2
570,42.349488,-71.095561,3.0,0,"['Mexican', 'Restaurants']",8,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,3
571,42.3371307,-71.0482701,3.0,0,"['Restaurants', 'Pizza']",12,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
572,42.3496357,-71.0700958,3.5,0,"['Steakhouses', 'Restaurants', 'Seafood']",436,0,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,2
573,42.3474142084,-71.1062359254,4.0,1,"['Asian Fusion', 'Caterers', 'Restaurants', 'Food', 'Chinese', 'Local Flavor', 'Food Stands', 'Food Trucks', 'Event Planning & Services']",423,0,0,1,2,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
574,42.3511906,-71.0777142,4.5,1,"['Nightlife', 'Seafood', 'Restaurants', 'Wine Bars', 'Bars', 'Cocktail Bars']",1118,1,1,1,3,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,2
575,42.3104844,-71.1065318,4.5,1,"['Breakfast & Brunch', 'Restaurants', 'American (Traditional)']",99,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,3
576,42.346223,-71.080838,3.0,0,"['Breakfast & Brunch', 'Restaurants', 'French', 'Brasseries']",451,0,1,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2
577,42.351061,-71.070099,3.5,1,"['Nightlife', 'Restaurants', 'American (Traditional)', 'Steakhouses', 'Cocktail Bars', 'Bars']",320,1,1,1,4,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,2
578,42.3482929,-71.0786231,3.0,0,"['Bars', 'American (New)', 'Restaurants', 'Nightlife', 'Lounges']",146,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,2
579,42.3585071,-71.0561745,3.5,0,"['Restaurants', 'Bagels', 'Cafes', 'Food', 'Sandwiches']",33,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
580,42.3646456,-71.0537928,4.0,1,"['Bars', 'Restaurants', 'Salad', 'Italian', 'Wine Bars', 'Nightlife']",1307,1,1,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
581,42.3609838,-71.0680064,3.5,0,"['French', 'Food', 'Restaurants']",92,0,1,0,3,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
582,42.3632026,-71.0547539,4.0,0,"['Restaurants', 'Italian']",153,0,1,0,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
583,42.3631973,-71.0537423,3.0,1,"['Restaurants', 'Italian', 'Event Planning & Services']",262,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,6,1
584,42.349557,-71.083595,3.0,0,"['Restaurants', 'Mediterranean', 'Italian']",65,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,2
585,42.3500654,-71.0654299,2.0,1,"['Restaurants', 'American (Traditional)']",5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
586,42.3650504,-71.0609245,3.5,0,"['Recreation Centers', 'Caterers', 'Breakfast & Brunch', 'Nightlife', 'Buffets', 'Active Life', 'Mexican', 'Restaurants', 'American (Traditional)', 'Sports Bars', 'Bars', 'Event Planning & Services']",350,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
587,42.3863369,-71.0073229,4.5,1,"['Vietnamese', 'Restaurants']",166,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,4
588,42.3509312,-71.0715904,3.5,1,"['Restaurants', 'Sandwiches']",44,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,4,2
589,42.3495923,-71.0952588,4.0,1,"['Asian Fusion', 'Restaurants', 'Korean']",135,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,2
590,42.3609789,-71.0666533,3.5,1,"['Restaurants', 'Irish', 'Bars', 'Pubs', 'Nightlife', 'Breakfast & Brunch', 'Sandwiches', 'American (Traditional)']",246,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
591,42.35304,-71.13089,3.5,1,"['Restaurants', 'Japanese', 'Asian Fusion', 'Food', 'Chicken Wings', 'Korean']",1099,0,0,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,0
592,42.3711683,-71.0614646,4.0,1,"['Asian Fusion', 'Restaurants', 'Pubs', 'American (Traditional)', 'Bars', 'Nightlife']",226,1,1,1,2,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,9,1
593,42.3452636,-71.0963814,4.0,1,"['Lounges', 'Nightlife', 'Restaurants', 'Bars', 'Asian Fusion', 'Korean', 'Soup']",308,1,1,1,2,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2
594,42.345164,-71.0867268,4.0,0,"['Sandwiches', 'American (Traditional)', 'Food', 'Restaurants', 'Coffee & Tea']",9,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,3
595,42.3610129186,-71.0639605,1.5,1,"['Sandwiches', 'Restaurants', 'Fast Food']",17,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
596,42.3575984965,-71.0585601,3.0,1,"['Food', 'Sandwiches', 'Breakfast & Brunch', 'Bagels', 'Restaurants']",147,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,4,3
597,42.3568868687,-71.0513779151,4.0,1,"['Caterers', 'Event Planning & Services', 'Food Trucks', 'Sandwiches', 'Food', 'Restaurants']",52,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
598,42.2610647946,-71.1570639163,4.0,1,"['Restaurants', 'Sandwiches', 'American (Traditional)', 'Chicken Shop', 'Comfort Food']",54,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1
599,42.3641552,-71.0537464,3.5,1,"['Restaurants', 'Wine Bars', 'Diners', 'Bars', 'Nightlife', 'Italian']",383,0,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,9,1
600,42.3653929,-71.0586213,4.0,1,"['Restaurants', 'Nightlife', 'Bars', 'Cocktail Bars', 'American (New)', 'American (Traditional)']",486,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
601,42.342723,-71.0564857,4.5,0,"['Bars', 'Local Flavor', 'American (New)', 'Burgers', 'Wine Bars', 'Restaurants', 'Nightlife']",85,1,1,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
602,42.3867826,-71.0066215,4.0,0,"['Food', 'Halal', 'Restaurants', 'African']",22,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,4
603,42.341147,-71.081543,4.0,0,"['Coffee & Tea', 'Restaurants', 'Bakeries', 'Bagels', 'Food', 'Sandwiches']",73,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,2
604,42.341798,-71.057106,3.5,0,"['Nightlife', 'Restaurants', 'Bars', 'Lounges', 'American (New)']",256,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
605,42.3477902,-71.0628927,4.5,1,"['Food', 'Restaurants', 'Bakeries']",89,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
606,42.3497125,-71.0800239,3.5,1,"['Restaurants', 'Donuts', 'Coffee & Tea', 'Food']",46,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,4,2
607,42.3561293,-71.1622064,3.5,1,"['Breakfast & Brunch', 'Italian', 'Pizza', 'Restaurants']",20,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1
608,42.3534302,-71.0462,3.0,1,"['American (Traditional)', 'Breakfast & Brunch', 'Restaurants', 'Burgers', 'Salad', 'Food', 'Juice Bars & Smoothies', 'Sandwiches', 'American (New)']",62,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
609,42.349614,-71.13325209999999,3.0,0,"['Restaurants', 'Mexican', 'Food']",44,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,6,0
610,42.3650527819,-71.022777007,2.5,1,"['Food', 'Fast Food', 'Mexican', 'Restaurants', 'Asian Fusion', 'American (New)', 'Juice Bars & Smoothies']",45,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,2
611,42.3513496,-71.0719348,3.0,0,"['Tex-Mex', 'Venues & Event Spaces', 'Nightlife', 'American (Traditional)', 'Bars', 'Restaurants', 'Event Planning & Services']",382,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2
612,42.3580278,-71.0546494,4.5,1,"['Pizza', 'Italian', 'Caterers', 'Restaurants', 'Wraps', 'Event Planning & Services']",325,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
613,42.3716536,-71.0420495,4.0,1,"['Italian', 'Event Planning & Services', 'Salad', 'Restaurants', 'Pizza', 'Caterers', 'Sandwiches']",39,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,4,3
614,42.3626422,-71.0592129,3.0,1,"['Restaurants', 'Donuts', 'Coffee & Tea', 'Food']",16,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,4,3
615,42.3439826,-71.1000397,3.0,0,"['American (New)', 'Restaurants']",90,0,1,0,2,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,6,0
616,42.2954607,-71.0471616,2.5,0,"['Breakfast & Brunch', 'Restaurants']",16,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3
617,42.350076,-71.0472696,4.0,1,"['Breakfast & Brunch', 'Cocktail Bars', 'Bars', 'American (New)', 'Beer Bar', 'Nightlife', 'Event Planning & Services', 'Venues & Event Spaces', 'Restaurants', 'Gastropubs']",485,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
618,42.2835931,-71.0506873,3.0,1,"['Salad', 'Sandwiches', 'Restaurants', 'Pizza']",66,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,8,3
619,42.3596934668,-71.060385704,3.5,0,"['Latin American', 'Caribbean', 'Restaurants']",23,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
620,42.3659439,-71.0530079,3.5,0,"['Food', 'Coffee & Tea', 'Sandwiches', 'Restaurants', 'Breakfast & Brunch']",8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
