,latitude,longitude,stars,is_open,categories,review_count,RestaurantsTableService,RestaurantsReservations,WheelchairAccessible,RestaurantsPriceRange2,HasTV,RestaurantsTakeOut,RestaurantsDelivery,GoodForKids,CoatCheck,romantic,intimate,classy,hipster,divey,touristy,trendy,upscale,casual,dj,background_music,no_music,jukebox,live,video,karaoke,WiFi_free,WiFi_no,WiFi_paid,Alcohol_beer_and_wine,Alcohol_full_bar,Alcohol_none,NoiseLevel_average,NoiseLevel_quiet,NoiseLevel_loud,NoiseLevel_very_loud,RestaurantsAttire_casual,RestaurantsAttire_dressy,RestaurantsAttire_formal,cluster1,cluster2
676,45.5211288,-122.6812121,5.0,0,"['Food Stands', 'Japanese', 'Japanese Curry', 'Restaurants']",17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,1
677,45.5195838,-122.6748057,4.0,0,"['Local Flavor', 'Food Stands', 'Sandwiches', 'Food', 'Street Vendors', 'Restaurants']",247,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,1
678,45.52994,-122.681601,4.0,1,"['Sandwiches', 'Bakeries', 'Restaurants', 'Breakfast & Brunch', 'Food', 'Coffee & Tea']",422,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,7,1
679,45.5166527379,-122.639783,4.0,0,"['Donuts', 'Food', 'Sandwiches', 'Restaurants', 'Coffee & Tea']",211,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,3
680,45.5163139,-122.6283804,3.5,1,"['Restaurants', 'Vegetarian', 'Indian', 'Vegan']",212,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,2
681,45.546156515,-122.5785767287,5.0,1,"['Mexican', 'Restaurants']",178,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,0
682,45.4977941,-122.6538303,4.0,1,"['Food', 'Health Markets', 'Cafes', 'Specialty Food', 'Restaurants', 'Grocery']",61,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,3
683,45.5044054,-122.5477555,3.0,1,"['Restaurants', 'American (Traditional)']",61,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
684,45.5543507,-122.6757371,4.5,1,"['Sushi Bars', 'Ramen', 'Restaurants', 'Food Trucks', 'Food', 'Japanese']",86,0,0,1,2,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,4
685,45.4448926,-122.727461,4.0,1,"['Szechuan', 'Restaurants', 'Chinese']",299,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
686,45.535352,-122.637292,4.5,1,"['Lounges', 'Food', 'Beer', 'Wine & Spirits', 'Tapas/Small Plates', 'Tapas Bars', 'Bars', 'Nightlife', 'Hawaiian', 'Tiki Bars', 'Restaurants']",564,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,7,0
687,45.516573,-122.651446,4.5,1,"['Restaurants', 'Food', 'Vegetarian', 'Organic Stores', 'Vegan', 'Specialty Food', 'Local Flavor']",14,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,4
688,45.4790524746,-122.6128989954,4.5,0,"['Tacos', 'Restaurants', 'Food Stands', 'Mexican']",7,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,3
689,45.5876225,-122.740633,4.0,1,"['Barbeque', 'Food Delivery Services', 'Restaurants', 'Sandwiches', 'Food', 'Event Planning & Services', 'Hawaiian', 'Caterers']",109,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,2
690,45.522064,-122.6835949,4.5,0,"['Restaurants', 'Spanish', 'Tapas/Small Plates', 'Tapas Bars']",84,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
691,45.522466,-122.690359,4.0,1,"['Pizza', 'Restaurants']",117,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,4
692,45.5196459,-122.5095362,4.0,0,"['Restaurants', 'Desserts', 'Food', 'Italian', 'Pizza']",118,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,2
693,45.4414982377,-122.748885597,4.5,1,"['Grocery', 'Restaurants', 'Imported Food', 'Specialty Food', 'Food', 'Ethnic Food', 'Halal']",11,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,1
694,45.5175452,-122.6800079,2.5,0,"['Restaurants', 'Food', 'American (New)']",27,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
695,45.516674,-122.618472,5.0,1,"['Coffee & Tea', 'Restaurants', 'Food', 'Food Stands']",87,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,0
696,45.4971182,-122.5839385,4.0,1,"['Noodles', 'Chinese', 'Seafood', 'Restaurants']",44,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,3
697,45.472868,-122.6094491,3.5,0,"['American (Traditional)', 'Bars', 'Burgers', 'Diners', 'Nightlife', 'Restaurants', 'Cocktail Bars', 'Dive Bars']",17,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,3
698,45.5239871258,-122.6725862477,3.0,1,"['Fast Food', 'Sandwiches', 'Restaurants']",17,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,1
699,45.5541934,-122.8359747981,4.5,1,"['Cajun/Creole', 'Barbeque', 'Sandwiches', 'Restaurants', 'Seafood']",37,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,1
700,45.518041,-122.6922497,3.0,0,"['Restaurants', 'Sandwiches']",7,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
701,45.5003063,-122.5783658,3.5,1,"['Cantonese', 'Chinese', 'Seafood', 'Dim Sum', 'Restaurants']",375,1,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,3
702,45.4956364,-122.6094974,2.5,0,"['Food', 'Restaurants', 'Pizza']",19,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,3
703,45.5094315244,-122.6718699932,3.0,0,"['Restaurants', 'American (Traditional)', 'Seafood', 'Steakhouses']",123,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2,2
704,45.5166274,-122.6595873,4.0,1,"['Restaurants', 'Thai']",89,0,0,0,2,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2,0
705,45.5029563904,-122.5382537842,3.0,1,"['Fast Food', 'Mexican', 'Restaurants']",21,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,0
706,45.46696,-122.713536,5.0,1,"['Food', 'Restaurants', 'Thai', 'Food Trucks', 'Comfort Food', 'Asian Fusion']",31,0,0,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
707,45.505024,-122.633945,4.0,0,"['Salad', 'Breakfast & Brunch', 'Sandwiches', 'Restaurants']",184,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,2
708,45.5532921,-122.6617175,4.5,0,"['Restaurants', 'Cafes']",14,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,3
709,45.497719,-122.582283,4.0,1,"['Restaurants', 'Vietnamese', 'Sandwiches']",64,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,8,1
710,45.5175883,-122.6593994,4.5,0,"['Bars', 'Nightlife', 'Beer', 'Wine & Spirits', 'Cocktail Bars', 'Restaurants', 'American (New)', 'Bakeries', 'Cafes', 'Food']",399,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
711,45.5134369591,-122.6534056664,4.0,1,"['Dive Bars', 'Sports Bars', 'Bars', 'Restaurants', 'American (Traditional)', 'Nightlife', 'Sandwiches', 'American (New)']",109,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,3
712,45.5220106,-122.637471,4.0,1,"['Food', 'Restaurants', 'Coffee & Tea', 'Bakeries']",447,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,0
713,45.5876464844,-122.7424240112,4.5,0,"['Burgers', 'Restaurants', 'Mexican', 'Food', 'Street Vendors', 'Latin American', 'Food Trucks']",19,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,2
714,45.5192735,-122.5385924,4.5,1,"['Restaurants', 'Mexican', 'Food Trucks', 'Food']",44,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,6,2
715,45.5227630302,-122.6346741475,3.5,0,"['Nightlife', 'Barbeque', 'Restaurants', 'American (Traditional)', 'Bars']",77,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2,0
716,45.558525,-122.553921,4.5,0,"['German', 'Food', 'Restaurants', 'Bakeries']",57,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
717,45.5163076,-122.6297004,4.0,1,"['Bars', 'Lounges', 'Cocktail Bars', 'Wine Bars', 'Restaurants', 'American (Traditional)', 'Nightlife']",244,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,3
718,45.5477448,-122.6682141,5.0,0,"['Asian Fusion', 'Food', 'Food Trucks', 'Restaurants']",6,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,1
719,45.571546,-122.6570888,4.0,1,"['Bakeries', 'Coffee & Tea', 'Restaurants', 'Food', 'Sandwiches']",197,0,0,1,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,3
720,45.4969012,-122.6348353,4.0,1,"['Breweries', 'Burgers', 'Restaurants', 'Food', 'Pizza']",1120,1,0,1,2,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,7,0
721,45.5243476,-122.6596187,5.0,1,"['Nightlife', 'Cocktail Bars', 'Food', 'Pubs', 'Cideries', 'Beverage Store', 'Bars', 'Tapas Bars', 'Whiskey Bars', 'Beer', 'Wine & Spirits', 'Wine Bars', 'Beer Bar', 'Restaurants']",52,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
722,45.5255028,-122.478777,3.0,1,"['Food', 'Ice Cream & Frozen Yogurt', 'Restaurants', 'Bakeries']",10,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
723,45.523866,-122.6572553,4.0,1,"['Restaurants', 'Mexican', 'Food', 'Food Trucks']",26,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,8,0
724,45.5808631,-122.6591193,3.0,1,"['Restaurants', 'Coffee & Tea', 'Food', 'Breakfast & Brunch']",11,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,1
725,45.4575895,-122.6029341,3.0,1,"['Restaurants', 'Burgers', 'Nightlife', 'American (Traditional)', 'Bars', 'Karaoke']",8,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,7,0
726,45.5177835,-122.562755,3.0,0,"['Conveyor Belt Sushi', 'Japanese', 'Restaurants']",88,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
727,45.5345208,-122.6583237,2.5,1,"['Mexican', 'Restaurants']",162,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,1
728,45.582132,-122.7231341,2.0,0,"['Bars', 'American (Traditional)', 'Sports Bars', 'Nightlife', 'Restaurants']",9,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,4
729,45.5343998,-122.5940213,3.5,0,"['Restaurants', 'Vietnamese', 'Noodles']",36,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,8,1
730,45.5302041476,-122.6835977076,3.0,1,"['Fast Food', 'Mexican', 'Restaurants']",82,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,0
731,45.5676636,-122.5810366,4.5,1,"['Sandwiches', 'Breakfast & Brunch', 'American (New)', 'American (Traditional)', 'Cafes', 'Restaurants']",53,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
732,45.5570295,-122.7016267,5.0,0,"['Italian', 'Delis', 'Pizza', 'Restaurants', 'Sandwiches', 'Caterers', 'Salad', 'Event Planning & Services']",7,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,4
733,45.51611,-122.656429,3.5,1,"['Restaurants', 'American (Traditional)', 'Pubs', 'Brewpubs', 'Breweries', 'Food', 'Bars', 'Nightlife']",577,0,0,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,7,0
734,45.5394319,-122.6617912,4.0,0,"['Food', 'Lounges', 'Bars', 'Desserts', 'Restaurants', 'Nightlife', 'American (New)']",44,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2,2
735,45.5122231803,-122.6322263321,4.5,1,"['Sandwiches', 'Comfort Food', 'Food', 'Food Trucks', 'American (New)', 'Restaurants']",83,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,3
736,45.5214629,-122.6732146,4.0,0,"['Lebanese', 'Middle Eastern', 'Restaurants', 'Falafel', 'Moroccan', 'Mediterranean']",93,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
737,45.5122215,-122.6536739,3.5,0,"['Food Stands', 'Creperies', 'Restaurants']",276,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,1
738,45.5217684,-122.6808869,3.0,0,"['Food', 'Restaurants', 'Coffee & Tea']",37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,3
739,45.5121109305,-122.6863086596,4.5,1,"['Food Trucks', 'Restaurants', 'Asian Fusion', 'Sushi Bars', 'Food']",62,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,1
740,45.5174293,-122.6732484,4.0,1,"['Restaurants', 'American (Traditional)']",216,1,1,1,2,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,7,1
741,45.4671573,-122.6535577,4.0,0,"['Food Stands', 'Mexican', 'Restaurants']",11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,3
742,45.52965,-122.685155,4.5,1,"['Restaurants', 'Bars', 'Tapas Bars', 'Cocktail Bars', 'Nightlife']",88,1,0,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
743,45.520792,-122.67844,4.0,1,"['Venues & Event Spaces', 'Hotels & Travel', 'Hotels', 'Restaurants', 'Event Planning & Services', 'Party & Event Planning']",405,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,3
744,45.5374148,-122.5791371,4.0,0,"['Restaurants', 'Vietnamese']",8,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
745,45.6101663,-122.6805965602,2.0,1,"['Fast Food', 'Restaurants', 'Burgers', 'Coffee & Tea', 'Food']",27,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,3
746,45.518982,-122.512881,5.0,1,"['Food Trucks', 'Restaurants', 'Tacos', 'Mexican', 'Food']",86,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,0
747,45.5213815,-122.6759619,4.5,1,"['Food Trucks', 'Restaurants', 'Food', 'Halal', 'Middle Eastern', 'Egyptian']",135,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,1
748,45.5769021,-122.6814172,3.0,1,"['Fast Food', 'Chinese', 'Restaurants']",46,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,3
749,45.4926223425,-122.6763453175,4.5,0,"['Vegan', 'Food', 'Vegetarian', 'Specialty Food', 'Seafood', 'Peruvian', 'Latin American', 'Coffee & Tea', 'Bakeries', 'Restaurants', 'Ethnic Food', 'Cafes']",93,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
750,45.5050654,-122.6528561,4.0,1,"['Vietnamese', 'Sandwiches', 'Soup', 'Cocktail Bars', 'Restaurants', 'Bars', 'Nightlife', 'Asian Fusion']",417,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,7,0
751,45.5893574,-122.5933326,3.5,0,"['Hot Dogs', 'Restaurants']",75,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,2
752,45.526679,-122.591776,4.5,1,"['Restaurants', 'Mexican']",5,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,3
753,45.5316492,-122.6545497,2.5,1,"['Chinese', 'Restaurants']",7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,1
754,45.4862614,-122.5873755,4.5,1,"['Street Vendors', 'Food', 'Food Stands', 'Restaurants']",7,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,3
755,45.4770461,-122.6736799,3.5,0,"['Wine Bars', 'Restaurants', 'Grocery', 'Delis', 'Italian', 'Food', 'Sandwiches', 'Bars', 'Nightlife']",155,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2,2
756,45.5120837,-122.6836163,3.5,0,"['Coffee & Tea', 'Vegetarian', 'Vegan', 'Food', 'Restaurants']",37,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
757,45.5626621613,-122.6806644639,5.0,1,"['Latin American', 'Restaurants']",6,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,1
758,45.5127908,-122.6548734,3.5,1,"['Indian', 'Restaurants', 'Food', 'Food Trucks']",20,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,1
759,45.5298628,-122.6815122,3.5,0,"['Restaurants', 'Italian']",9,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2,2
760,45.4745113,-122.6718873,3.5,1,"['Bars', 'Wine Bars', 'Caterers', 'Arts & Entertainment', 'Sports Bars', 'Restaurants', 'Venues & Event Spaces', 'Event Planning & Services', 'Nightlife', 'Music Venues', 'American (Traditional)']",245,0,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
761,45.5175883,-122.6593993,5.0,0,"['Coffee & Tea', 'Restaurants', 'Seafood', 'Breakfast & Brunch', 'Bars', 'American (Traditional)', 'Bakeries', 'Food', 'Nightlife']",24,1,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
762,45.5214883172,-122.5793552399,4.5,1,"['Mexican', 'Restaurants', 'Food Stands']",77,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,3
763,45.5812172,-122.7198992,4.5,0,"['Sandwiches', 'Restaurants', 'Coffee & Tea', 'Food', 'Breakfast & Brunch']",20,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,3
764,45.504485,-122.5499298,4.0,1,"['Japanese', 'Sushi Bars', 'Restaurants']",125,1,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
765,45.551101,-122.5040575,4.0,1,"['Sandwiches', 'Salad', 'Restaurants', 'Cheesesteaks']",241,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,0
766,45.5250763,-122.6828377,4.0,0,"['Persian/Iranian', 'Restaurants', 'Mediterranean']",45,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
767,45.5557037,-122.6504275,4.0,0,"['Soul Food', 'Restaurants', 'Breakfast & Brunch', 'Southern']",160,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,4
768,45.5189929,-122.675845,4.0,0,"['Cafes', 'Restaurants']",57,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,1
769,45.4782686003,-122.6939678209,2.5,1,"['Sandwiches', 'Restaurants', 'Fast Food']",14,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,1
770,45.5510017,-122.6618417,4.0,1,"['Restaurants', 'Food', 'Bakeries', 'Breakfast & Brunch']",143,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,3
