,latitude,longitude,stars,is_open,categories,review_count,RestaurantsTableService,RestaurantsReservations,WheelchairAccessible,RestaurantsPriceRange2,HasTV,RestaurantsTakeOut,RestaurantsDelivery,GoodForKids,CoatCheck,romantic,intimate,classy,hipster,divey,touristy,trendy,upscale,casual,dj,background_music,no_music,jukebox,live,video,karaoke,WiFi_no,WiFi_free,WiFi_paid,Alcohol_none,Alcohol_beer_and_wine,Alcohol_full_bar,NoiseLevel_average,NoiseLevel_quiet,NoiseLevel_loud,NoiseLevel_very_loud,RestaurantsAttire_casual,RestaurantsAttire_dressy,RestaurantsAttire_formal,cluster1,cluster2
1058,49.2817475,-123.1231775,3.0,0,"['Japanese', 'Sushi Bars', 'Restaurants']",30,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2,1
1059,49.2890522,-123.1394222,4.5,0,"['Pizza', 'Restaurants', 'Nightlife', 'Wine Bars', 'Italian', 'Bars', 'Cocktail Bars']",29,1,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
1060,49.2777435,-123.1252567,4.0,0,"['Bakeries', 'Food', 'Restaurants', 'Cafes']",37,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,7,2
1061,49.2674755,-123.2499748,2.0,1,"['Food Trucks', 'Asian Fusion', 'Food', 'Restaurants']",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2
1062,49.277934,-123.1273694,3.5,0,"['Kosher', 'Food', 'Mediterranean', 'Restaurants']",20,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,6,1
1063,49.2683119,-123.1470673,4.0,1,"['Restaurants', 'Middle Eastern']",11,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
1064,49.284666,-123.114869,4.0,0,"['Food', 'Food Trucks', 'Burgers', 'Restaurants']",52,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
1065,49.2644092,-123.1791054,3.0,0,"['Bars', 'Restaurants', 'Canadian (New)', 'American (New)', 'Nightlife']",16,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2
1066,49.2877498,-123.1182265,3.0,1,"['Seafood', 'Cajun/Creole', 'Live/Raw Food', 'Southern', 'Restaurants']",221,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,0
1067,49.2841131,-123.1237445,4.0,0,"['Restaurants', 'French']",8,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,11,0
1068,49.2746993,-123.0691712,4.0,1,"['Cafes', 'Coffee & Tea', 'Restaurants', 'Food']",69,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,3
1069,49.2761138317,-123.1255495548,4.0,0,"['Restaurants', 'Mediterranean', 'Vegetarian', 'Middle Eastern']",131,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
1070,49.268272,-123.1707281,3.5,1,"['Indian', 'Pakistani', 'Middle Eastern', 'Restaurants']",103,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,10,1
1071,49.2636064,-123.2108682,4.0,1,"['British', 'Seafood', 'Diners', 'Restaurants']",51,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,6,2
1072,49.2919048,-123.1356847,4.5,1,"['Italian', 'Restaurants']",340,1,1,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
1073,49.2810363,-123.132215,4.0,0,"['Food', 'Fast Food', 'Persian/Iranian', 'Afghan', 'Donairs', 'Restaurants']",18,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
1074,49.2813116,-123.1320606,3.5,0,"['Nightlife', 'Bars', 'Tapas/Small Plates', 'Restaurants', 'Canadian (New)', 'Lounges']",25,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
1075,49.2108687,-123.102592,3.0,1,"['Breakfast & Brunch', 'Burgers', 'Restaurants']",11,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1076,49.2810691,-123.1196819,3.5,1,"['Restaurants', 'Irish', 'Canadian (New)', 'Pubs', 'Bars', 'Nightlife']",126,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,0
1077,49.2810072,-123.0260286,4.0,0,"['Specialty Food', 'Food', 'Grocery', 'Italian', 'Turkish', 'Ethnic Food', 'Restaurants']",6,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
1078,49.276811,-123.1264256,2.0,1,"['Cafes', 'Restaurants', 'Canadian (New)', 'American (New)']",5,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
1079,49.2588426791,-123.1141662598,3.5,1,"['Seafood', 'American (New)', 'Restaurants', 'Event Planning & Services', 'Canadian (New)', 'Venues & Event Spaces', 'Lounges', 'Wedding Planning', 'Bars', 'Tapas/Small Plates', 'Nightlife']",6,0,1,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1080,49.287509,-123.129063,3.5,1,"['Restaurants', 'Japanese', 'Sushi Bars']",115,1,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,2
1081,49.2712685403,-123.1394933804,4.0,1,"['Seafood', 'Specialty Food', 'Fish & Chips', 'Restaurants', 'Seafood Markets', 'Food']",451,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
1082,49.284598,-123.108687,4.0,1,"['Pubs', 'Nightlife', 'Bars', 'American (Traditional)', 'Restaurants']",194,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,0
1083,49.2683043124,-123.17016722,3.0,0,"['Food', 'Restaurants', 'Desserts', 'Tex-Mex', 'Mexican', 'Coffee & Tea']",106,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,2
1084,49.285228,-123.1389968,2.5,1,"['Burgers', 'Fast Food', 'Restaurants', 'Food', 'Coffee & Tea']",10,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,1
1085,49.2627218,-123.0899226,3.0,0,"['Cafes', 'Ice Cream & Frozen Yogurt', 'Food', 'Restaurants', 'Desserts', 'Breakfast & Brunch', 'Burgers']",13,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,0
1086,49.255743,-123.0874891,4.0,0,"['Restaurants', 'Vietnamese']",11,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,6,0
1087,49.2578236,-123.1011775,4.0,0,"['Specialty Food', 'Food', 'Ethnic Food', 'Restaurants', 'Vegetarian', 'Chinese']",15,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
1088,49.279782,-123.1305038,3.0,1,"['Fast Food', 'Sandwiches', 'Restaurants']",5,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
1089,49.2799693,-123.1208924,3.5,0,"['Restaurants', 'Event Planning & Services', 'Bars', 'Venues & Event Spaces', 'Nightlife', 'Canadian (New)']",20,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1090,49.2643375,-123.1762379,5.0,1,"['Persian/Iranian', 'Grocery', 'Restaurants', 'Fruits & Veggies', 'Specialty Food', 'Food']",15,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2
1091,49.2657109,-123.1223239,4.0,1,"['Food', 'Japanese', 'Restaurants', 'Specialty Food', 'Sushi Bars', 'Ethnic Food']",65,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1092,49.2452244,-123.0641417,2.5,1,"['Burgers', 'Restaurants', 'Fast Food', 'Coffee & Tea', 'Food']",41,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,3
1093,49.2834574,-123.1091702,3.0,0,"['Bakeries', 'Cafes', 'Restaurants', 'Food']",12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
1094,49.2787595571,-123.0995633645,4.0,1,"['Vietnamese', 'Sandwiches', 'Restaurants']",70,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,6,1
1095,49.264138,-123.1753453,3.5,0,"['American (New)', 'Restaurants', 'Canadian (New)']",30,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,0
1096,49.280603,-123.131219,5.0,1,"['Coffee & Tea', 'Restaurants', 'Themed Cafes', 'Cafes', 'Latin American', 'Food', 'Sandwiches']",8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
1097,49.2682575,-123.1488595,4.0,1,"['Vietnamese', 'Restaurants', 'Asian Fusion', 'Coffee & Tea', 'Food']",164,1,1,1,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,2
1098,49.2637363,-123.1180045,3.5,0,"['Mexican', 'Desserts', 'Restaurants', 'Fast Food', 'Food']",36,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,7,2
1099,49.2117181824,-123.1399781629,3.5,1,"['Vietnamese', 'Sandwiches', 'Food', 'Restaurants', 'Bubble Tea']",27,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,0
1100,49.2716434,-123.0694547,2.0,0,"['Restaurants', 'Burgers']",27,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2,2
1101,49.2594378539,-123.1007927656,3.5,1,"['Food', 'Restaurants', 'Ice Cream & Frozen Yogurt', 'Fast Food']",14,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
1102,49.2640026,-123.1753383,2.5,1,"['Nightlife', 'Bars', 'Music Venues', 'Arts & Entertainment', 'Sports Bars', 'Canadian (New)', 'Restaurants']",50,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,2
1103,49.2803495,-123.1074071,2.5,0,"['Bars', 'Gastropubs', 'Nightlife', 'Restaurants']",41,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
1104,49.2636501,-123.1283643,2.5,0,"['Pizza', 'Food', 'Restaurants']",5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,6,1
1105,49.2630766531,-123.101267087,2.0,1,"['Pizza', 'Restaurants']",8,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,1
1106,49.2595264758,-123.0433099036,3.0,1,"['Restaurants', 'Vegan', 'Asian Fusion', 'Salad', 'Fast Food', 'Vegetarian', 'Juice Bars & Smoothies', 'Ice Cream & Frozen Yogurt', 'Food', 'Gluten-Free']",16,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,3
1107,49.2908305244,-123.1314936141,3.0,0,"['Comfort Food', 'Breakfast & Brunch', 'Canadian (New)', 'Burgers', 'Restaurants']",75,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,0
1108,49.2680363,-123.1032564,4.0,1,"['Cafes', 'Restaurants', 'Bakeries', 'Food', 'Coffee & Tea']",45,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,1
1109,49.2631256,-123.1270799,3.0,1,"['Vietnamese', 'Ethnic Food', 'Food', 'Specialty Food', 'Restaurants']",86,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1110,49.277705275,-123.126947862,3.5,1,"['Korean', 'Restaurants', 'Japanese']",21,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
1111,49.2850523,-123.1147477,4.0,1,"['Restaurants', 'Food', 'Coffee & Tea', 'Cafes']",46,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,1
1112,49.282063,-123.1165684,3.0,0,"['Thai', 'Restaurants']",12,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,7,2
1113,49.2841553,-123.1143602,3.5,1,"['Restaurants', 'Tapas Bars', 'Japanese', 'Food', 'Beer', 'Wine & Spirits', 'Tapas/Small Plates', 'Ramen', 'Asian Fusion']",317,1,1,1,2,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,0
1114,49.2601395,-123.1147488,3.5,1,"['Chinese', 'Taiwanese', 'Restaurants']",19,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,0
1115,49.2681947,-123.1859178,3.5,1,"['Restaurants', 'Pizza']",9,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,7,0
1116,49.2702147,-123.1060713,3.5,1,"['Beverage Store', 'Food', 'Beer Bar', 'Restaurants', 'Nightlife', 'Beer', 'Wine & Spirits', 'Bars', 'Breweries', 'Burgers', 'Salad']",458,1,1,0,2,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
1117,49.2786953,-123.1238249,3.5,0,"['Arts & Entertainment', 'Canadian (New)', 'American (New)', 'Music Venues', 'Nightlife', 'Bars', 'Cocktail Bars', 'Restaurants', 'Dance Clubs']",43,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
1118,49.2810072,-123.0260286,4.0,0,"['Food', 'Italian', 'Grocery', 'Delis', 'Bakeries', 'Restaurants']",8,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1119,49.2845427,-123.1183473,4.0,1,"['Restaurants', 'Coffee & Tea', 'Sandwiches', 'Food']",24,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,7,2
1120,49.2744548874,-123.1315791607,4.0,1,"['Restaurants', 'Cafes', 'Bakeries', 'Sandwiches', 'Food']",99,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
1121,49.2800757,-123.1309752,4.0,1,"['Bars', 'Nightlife', 'Restaurants', 'Vegan', 'Sandwiches', 'Vegetarian', 'Cocktail Bars']",44,1,0,1,2,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
1122,49.2756074484,-123.0693264306,4.5,1,"['Chicken Shop', 'Japanese', 'Restaurants', 'Food Trucks', 'Food']",12,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
1123,49.2354272,-123.1556929,2.5,0,"['Restaurants', 'Pizza']",5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2
1124,49.2643741,-123.0693441,3.5,1,"['Japanese', 'Restaurants']",15,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
1125,49.2773401,-123.0869244,4.5,1,"['Restaurants', 'Sandwiches', 'Delis', 'Food', 'Bakeries', 'Coffee & Tea', 'Grocery']",33,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,1
1126,49.2782392,-123.1253924,3.5,0,"['Tapas Bars', 'Bars', 'Cocktail Bars', 'Beer', 'Wine & Spirits', 'American (New)', 'Nightlife', 'Canadian (New)', 'Food', 'Wine Bars', 'Restaurants']",50,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
1127,49.2988007,-123.1398946,5.0,1,"['Event Planning & Services', 'Tapas/Small Plates', 'Food', 'Restaurants', 'Caterers']",6,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
1128,49.2105987,-123.092406,3.5,1,"['Restaurants', 'Chinese']",7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
1129,49.2630831,-123.1234943,3.0,0,"['Hotels', 'Event Planning & Services', 'Burgers', 'Bars', 'Hotels & Travel', 'Restaurants', 'Nightlife', 'Comfort Food', 'Pubs']",19,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
1130,49.2380057372,-123.0655018845,4.0,0,"['Restaurants', 'Sushi Bars', 'Japanese']",99,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,6,0
1131,49.265396,-123.1069483,4.5,1,"['Restaurants', 'Italian']",48,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
1132,49.2715602069,-123.1553101896,3.5,0,"['American (Traditional)', 'Irish Pub', 'Breakfast & Brunch', 'Pubs', 'Bars', 'Nightlife', 'Restaurants']",31,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,2
1133,49.2425994873,-123.1700820923,4.0,1,"['Restaurants', 'Bakeries', 'Food', 'Comfort Food']",25,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2
1134,49.2850955,-123.1205418,3.5,1,"['Cocktail Bars', 'Bars', 'Pubs', 'Restaurants', 'Gastropubs', 'Pizza', 'Nightlife']",45,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,0
1135,49.2752965096,-123.113096506,3.5,1,"['Bars', 'Nightlife', 'Tapas Bars', 'Lounges', 'Restaurants']",33,0,1,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
1136,49.2680828,-123.1568097,3.0,0,"['Restaurants', 'Italian']",6,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2
1137,49.2457558,-123.0659878,3.5,0,"['Fast Food', 'Bubble Tea', 'Cafes', 'Chinese', 'Asian Fusion', 'Restaurants', 'Taiwanese', 'Food']",13,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,7,1
1138,49.2777644507,-123.098415,5.0,1,"['Canadian (New)', 'Lounges', 'Bars', 'Specialty Schools', 'Nightlife', 'Bartenders', 'Vocational & Technical School', 'Restaurants', 'Education', 'Team Building Activities', 'American (New)', 'Venues & Event Spaces', 'Event Planning & Services']",6,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
1139,49.263401,-123.1871818,4.0,0,"['Japanese', 'Food', 'Restaurants', 'Coffee & Tea', 'Sushi Bars']",19,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,2
1140,49.2866882,-123.1230105,2.0,1,"['Sushi Bars', 'Restaurants', 'Japanese']",52,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
1141,49.2820547307,-123.1334429224,4.0,1,"['French', 'Poutineries', 'Fast Food', 'Restaurants', 'Food']",502,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
1142,49.2629604,-123.0985656,4.0,0,"['Breakfast & Brunch', 'Bars', 'Event Planning & Services', 'Food', 'Venues & Event Spaces', 'Restaurants', 'Vegetarian', 'Coffee & Tea', 'Nightlife', 'Lounges']",56,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
1143,49.2626943,-123.0571017,3.5,1,"['Breakfast & Brunch', 'American (Traditional)', 'Restaurants']",239,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1144,49.2630496,-123.1222282,3.5,1,"['Restaurants', 'Mediterranean']",25,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,6,1
1145,49.2482248,-123.1009314,3.0,0,"['Ethiopian', 'Caterers', 'Restaurants', 'Moroccan', 'Event Planning & Services', 'African', 'South African', 'Breakfast & Brunch']",20,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,3
1146,49.264334,-123.176389,4.0,1,"['Donairs', 'Middle Eastern', 'Mediterranean', 'Fast Food', 'Restaurants', 'Food', 'Turkish']",17,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,4
1147,49.2700904,-123.0694996,4.0,1,"['Restaurants', 'Mexican']",242,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1148,49.2081592,-123.1401636,2.0,0,"['Persian/Iranian', 'Restaurants']",6,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2
1149,49.2737093,-123.0985069,3.0,0,"['Burgers', 'Restaurants', 'Fast Food']",5,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
1150,49.2628705,-123.0570113,3.0,0,"['Dim Sum', 'Restaurants', 'Chinese', 'Seafood']",34,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2,2
1151,49.263147,-123.116143,3.5,1,"['Restaurants', 'Food', 'Noodles', 'Chinese']",576,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,9,2
